LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID4914,4914,159,684.0,677.3049671292914,476.41916240564893,0.0,2.0,2,14.760864374853009,1,,151.44233576642335,150.0,124.0,202.0,103738.0,12.274812099583372,0.003729183614457353,0.09167684481593168,0.8244237147577802,-0.704209747840067,22.098696659127686,10.776719364951601,2.2413738129269447,2.050595910569759,684.5,114.05198540471079,0.6612681674045721,0.8775641025641024,4.3592936371600075
ID6324,6324,159,958.0,681.3384468712081,467.60261743803085,0.0,8.0,8,17.494426414310208,1,,155.11630321910695,153.0,124.0,207.0,149377.0,13.974396473471623,-0.003553252686083302,-0.07916375392305788,0.44644031586218974,-0.542425486879454,25.614231450386793,13.106893768686552,2.167245837459857,1.9542564319534885,961.5,132.47145029035997,0.6885168460152652,0.9348565872630044,4.272161350208657
ID4904,4904,159,789.0,677.7904520490072,476.773975496409,0.0,1.0,1,15.847602348589227,1,,149.5761421319797,149.0,120.0,195.0,117866.0,11.931423678411141,3.782405974293472E-4,0.009479904447900839,0.5436728968892367,-1.0235234431194487,25.92908345248727,10.7209207830278,-0.9246408623046046,2.418550045956443,788.9999999999998,124.09362437843586,0.643854787067676,0.8935447338618344,4.417850014089608
ID4314,4314,159,621.0,676.3948349307775,480.0005324813631,0.0,0.0,0,14.1160188704554,1,,202.30483870967743,201.0,160.0,263.0,125429.0,17.60669691412795,0.0046998220386909925,0.10749876276218676,0.05884851374306595,-0.47222636889780667,20.890676883944312,10.067936337541472,2.1723156054558945,2.074971094726418,626.0,105.14871842994404,0.7115021710801414,0.9557251908396946,4.202588010542703
ID6315,6315,159,905.0,681.8742173112338,465.68232044198896,0.0,9.0,9,16.97263818610208,1,,154.72637362637363,153.0,121.0,217.0,140801.0,14.512422774221452,-0.013522544465241539,-0.2922978860836099,0.9471902689969665,-0.6089308768944908,25.593829238390057,12.686470303921487,2.2009029472404,2.017411354400034,905.0,127.06176290504963,0.7044151534768653,0.9491347666491872,4.223675913679937
ID4173,4173,159,866.0,681.866647409975,469.6862122087426,0.0,7.0,7,16.598108521517467,1,,152.65895953757226,152.0,124.0,192.0,132050.0,11.79033625511916,-0.007659516607992319,-0.19987881021475312,0.039215692547385356,-0.4287150297254762,24.353481633024778,11.718908298657258,-1.087692462724037,2.078135694245101,865.4999999999998,124.80478367911292,0.6982556724780624,0.9306451612903223,4.242264040954049
ID4463,4463,159,652.0,675.6604086845466,477.02056194125163,0.0,3.0,3,14.411703602798783,1,,155.23053435114502,154.0,127.0,202.0,101676.0,13.249556527860854,0.009447500425081481,0.21930018038533775,-0.07522211906527107,0.16002812899594043,20.209868840539233,10.901187811431488,-0.8906320086677397,1.8539143798023765,652.4999999999999,104.9703482927652,0.7441442042882697,0.9422382671480144,4.109380731134165
ID5680,5680,160,959.0,505.17551161984045,158.099722511273,0.0,8.0,8,17.489877089980446,1,,216.2653485952133,214.0,186.0,275.0,207831.0,13.36901486445666,-0.01623506486846833,-0.5339249536381455,-0.24447932245970946,0.2674034614639071,22.386996516163688,14.32954511276715,1.547188635193769,1.5622963841481343,961.0,117.05352139062806,0.8813822192976193,0.9876670092497432,3.7759200448589696
ID2593,2593,160,1101.0,509.9270122783083,159.32658784295893,0.0,2.0,2,18.70779837017381,1,,206.1690909090909,204.0,177.0,277.0,226786.0,12.597736161971758,-0.012408096497864604,-0.41123368797352283,-0.12261089535489371,-0.07768884939155664,21.816854025574735,16.371560275550877,1.646965260774971,1.3326068901420351,1099.4999999999998,126.85268356965568,0.8586294484241647,0.9687224669603525,3.8256218769806223
ID2771,2771,160,1077.0,507.7661703117729,158.97277803629595,0.0,6.0,6,18.493890145247512,1,,215.83162790697673,214.0,187.0,279.0,232019.0,13.897956277389733,-0.009810158579546821,-0.3077171505554318,-0.1289861298788013,-0.13426133779041993,23.578020613905053,14.943017005432393,1.6343833748729746,1.5778621281989764,1074.4999999999998,125.50397365357958,0.8572378351885799,0.9772623919963618,3.8287258155579353
ID5651,5651,160,967.0,504.77550491973074,158.57975142413258,0.0,9.0,9,17.53077850839631,1,,215.2,214.0,181.0,277.0,207668.0,13.064172920927039,-0.01938892921497528,-0.6513994320837708,-0.12658492275747743,0.1652000799003822,22.732701528149402,14.11982819939023,1.5436779694585578,1.609984286432828,965.5000000000002,118.10139999466831,0.869865387723625,0.9831975560081468,3.8008340386872104
ID2565,2565,160,1057.0,509.84155207839416,159.13616247826775,0.0,1.0,1,18.320965448927826,1,,203.8583569405099,202.0,174.0,277.0,215886.0,12.16718577873185,-0.01100102731706258,-0.372739809200635,0.0042161314378735895,0.059380410695188325,21.011443049051778,16.243237650234445,1.6867491618087667,1.2935501838667312,1054.4999999999998,120.45566239247815,0.9132759217384298,0.983216783216783,3.709402225042594
ID2760,2760,160,1007.0,506.24252988047806,158.91799468791498,0.0,7.0,7,17.876888032555495,1,,216.11354581673308,214.0,177.0,272.0,216978.0,13.361865044390274,-0.014922188365671801,-0.4900121905045681,0.03340679486970641,-0.03683288914641059,22.32130556888148,14.788080479778031,-1.5657123498105157,1.5094119618435105,1004.0000000000001,119.0259020508226,0.8905547282816825,0.982868330885952,3.7564241599073274
ID2779,2779,160,1109.0,509.7073940486925,158.76555455365195,0.0,0.0,0,18.78844495368959,1,,289.28726287262873,288.0,239.0,351.0,320241.0,15.127327295624799,-0.007113640257066038,-0.2740245410022844,0.012419277458169963,-0.07466627805606162,21.871442755855053,16.48131993106972,1.697629063248072,1.3270443658231619,1109.0,128.29008442392725,0.8467500448268361,0.963928726640591,3.8523640185681445
ID2507,2507,160,1139.0,508.04385198135196,159.16448135198135,0.0,4.0,4,19.082623241951207,1,,211.89947552447552,210.0,175.0,270.0,242413.0,12.80691249281809,-0.015412463462416105,-0.5180040573989236,-0.12593757208104206,-0.08622577452674861,22.78884234924445,16.130657076421578,-1.4655089810927207,1.412765905398562,1143.9999999999995,127.56941770805159,0.8833701951420544,0.9777777777777772,3.7716689019940053
ID5627,5627,160,1109.0,509.7073940486925,158.76555455365195,0.0,10.0,10,18.78844495368959,1,,289.28726287262873,288.0,239.0,351.0,320241.0,15.127327295624799,-0.007113640257066038,-0.2740245410022844,0.012419277458169963,-0.07466627805606162,21.871442755855053,16.48131993106972,1.697629063248072,1.3270443658231619,1109.0,128.29008442392725,0.8467500448268361,0.963928726640591,3.8523640185681445
ID3005,3005,160,1173.0,508.53031596925706,159.55963563905496,0.0,3.0,3,19.30649830293466,1,,207.91545687446626,206.0,175.0,270.0,243469.0,12.42793346102241,-0.013286862075603464,-0.45055661385559864,0.07476162376878666,0.10626545778083417,22.632615426769032,16.767437450634027,-1.5366345536224044,1.3497957271886663,1171.0,129.83010676895643,0.8730033909269251,0.9746150645027047,3.7939968564265314
ID2511,2511,160,1129.0,508.38535688005885,159.3363502575423,0.0,5.0,5,18.986467446661663,1,,213.26902654867257,211.0,183.0,277.0,240994.0,13.728875904290113,-0.013857843460304884,-0.43659517238817713,-0.045530392965485104,0.10080197370142906,23.208725178190445,15.880501015620526,1.6703904242016732,1.461460514083382,1132.5000000000002,128.10753552511568,0.8671589716683952,0.980944131658727,3.806760647829339
ID4242,4242,161,586.0,539.1400453129426,386.2097139620504,0.0,2.0,2,13.686685793834855,1,,211.54591836734693,211.0,185.0,271.0,124389.0,11.626480979766908,-0.0032129132744084074,-0.11729593467693289,0.2674459274490057,-0.10421188313319135,15.038503225519802,13.11681530962942,0.07646078283078843,1.146505677676167,588.5,91.97897616598394,0.8741363677451361,0.968724279835391,3.7915373407352466
ID3794,3794,161,1113.0,550.504506534475,377.9634219618447,0.0,4.0,4,18.792679923867052,1,,216.6429856115108,215.0,183.0,271.0,240907.0,13.176202032034583,0.0030896727937147024,0.10128779388483963,-0.3449545338795829,-0.30816382967683126,28.414400630746655,13.214497986984293,2.7763627301645295,2.1502444253829096,1109.5,144.72761155993115,0.6656322885397974,0.8991085899513774,4.344979599751344
ID6131,6131,161,995.0,553.8345141700405,374.7837381916329,0.0,8.0,8,17.733870630789696,1,,222.8871951219512,221.0,190.0,284.0,219321.0,14.407895945393356,0.006176412351687792,0.18992262407522764,-0.6462764812449326,-0.076169833014094,22.574158490585024,14.411769942564264,-0.23701314030097761,1.5663696118207975,988.0000000000002,123.47361564779634,0.814363831974638,0.9559748427672958,3.9282190133110184
ID3941,3941,161,1179.0,551.6112053129857,382.04698318496537,0.0,1.0,1,19.37644215932794,1,,208.86502546689303,207.0,180.0,265.0,246043.0,12.222711670721333,0.0029229238979261896,0.09960430325397522,-0.5547296724525514,-0.3648677796526581,29.915999722185077,13.718936440617211,2.812184896498426,2.180635492530875,1179.5000000000002,152.91944363559347,0.6338440103443873,0.8503965392934391,4.452600560603251
ID4165,4165,161,1189.0,550.5779547359598,375.9610226320201,0.0,6.0,6,19.48701347608869,1,,220.69327731092437,219.0,191.0,274.0,262625.0,12.495349722666734,0.007421305425679611,0.26021951200405613,-0.11159920308863726,0.23642370001277424,25.87115946390494,15.261228000767604,2.8479287947547025,1.6952213453991831,1193.0,141.04143548438094,0.7536277277191377,0.930214424951267,4.083442998925982
ID4359,4359,161,1095.0,551.3626373626373,376.0422771672772,0.0,5.0,5,18.643883600599406,1,,218.12832263978,217.0,184.0,272.0,237978.0,12.506953472590064,0.0028702715927018114,0.09983176660767794,-0.47851294675877437,0.28367734451698506,27.253682682325856,13.591680981788231,2.795048731497507,2.0051738058628374,1092.0,141.841870415367,0.682061606109812,0.8792270531400967,4.292330263031029
ID3804,3804,161,1082.0,551.472697825081,383.08522289063706,0.0,0.0,0,18.545453136054288,1,,292.59814814814814,292.0,243.0,383.0,316006.0,15.991818931851268,0.0012916019941071404,0.04720324313273333,-0.9033158065536571,0.3112714723191349,30.3828693831481,12.26405795663685,2.82532244594239,2.477391210199396,1080.5,142.04909859369278,0.6729110669668649,0.9034280936454849,4.321416208650309
ID3852,3852,161,1100.0,552.2102505694761,376.1839787395596,0.0,7.0,7,18.69077580216269,1,,221.65050320219578,220.0,189.0,292.0,242264.0,13.695220290761707,0.007202440472000673,0.23146887614585476,-0.639061235713902,0.4067456877566258,25.719025275647244,14.486500907517092,2.873348597528639,1.7753787087606199,1097.5000000000002,136.68935377137606,0.7381506599092025,0.937633489961555,4.126030422491145
ID6140,6140,161,950.0,554.6156749166229,375.42030893452693,0.0,9.0,9,17.384914061665913,1,,223.10021097046413,221.0,182.0,308.0,211499.0,15.809901591718289,0.007744757379877419,0.21689926463952836,0.04600861553624131,0.10968049555738302,21.302463997916185,14.687641574454222,-0.3166569650029413,1.4503665472724312,949.5,121.03254249519752,0.8145176885294944,0.9466600199401792,3.927847989577473
ID4093,4093,161,573.0,539.3298671288272,384.25592143269785,0.0,3.0,3,13.552298857686367,1,,216.12543554006967,215.0,188.0,262.0,124056.0,11.763148941552313,0.0013170147690724913,0.04833161757280949,0.5767481831833021,-0.06319279942187571,15.06438036656418,12.969794256031545,2.9747934228654085,1.1614972503945895,577.0,91.8434818758072,0.8595853346308105,0.9632721202003339,3.8234941787532075
ID6094,6094,161,1082.0,551.472697825081,383.08522289063706,0.0,10.0,10,18.545453136054288,1,,292.59814814814814,292.0,243.0,383.0,316006.0,15.991818931851268,0.0012916019941071404,0.04720324313273333,-0.9033158065536571,0.3112714723191349,30.3828693831481,12.26405795663685,2.82532244594239,2.477391210199396,1080.5,142.04909859369278,0.6729110669668649,0.9034280936454849,4.321416208650309
ID2272,2272,162,965.0,470.77140633108456,69.19036498875627,0.0,0.0,0,17.512611893663443,1,,293.0436137071651,291.0,235.0,386.0,282201.0,18.157207014112192,0.004531767388505517,0.14561869885592638,0.624544543566986,-0.46476883872305796,23.284851805426214,14.307459695069278,0.3156396488237707,1.62746233794744,963.4999999999998,132.00488437403757,0.6948348311748693,0.9340765874939406,4.252694069478318
ID2481,2481,162,862.0,468.78814213982236,66.88586326767091,0.0,3.0,3,16.574119336381386,1,,211.2763005780347,209.0,175.0,280.0,182754.0,15.107522200519108,-0.001956566524261113,-0.05483182682960556,0.5040855309258896,-0.37220194679500745,20.76733218124873,14.44289606324061,0.3651667761358215,1.4378925175612653,863.0,114.72796396384591,0.8239143879417052,0.97129994372538,3.9053853116624353
ID5505,5505,162,965.0,470.77140633108456,69.19036498875627,0.0,10.0,10,17.512611893663443,1,,293.0436137071651,291.0,235.0,386.0,282201.0,18.157207014112192,0.004531767388505517,0.14561869885592638,0.624544543566986,-0.46476883872305796,23.284851805426214,14.307459695069278,0.3156396488237707,1.62746233794744,963.4999999999998,132.00488437403757,0.6948348311748693,0.9340765874939406,4.252694069478318
ID2259,2259,162,852.0,468.4240827478533,66.18793911007026,0.0,5.0,5,16.487469266111074,1,,217.67873831775702,215.0,182.0,317.0,186333.0,16.806732605192376,0.003136011271917926,0.08098051054261247,1.1889137408733588,-0.4753261059687343,20.6225813289079,14.87346687954185,0.22322918980395823,1.3865349279981145,853.9999999999998,116.56065327140287,0.7898848590578676,0.9693530079455162,3.988623442799519
ID2307,2307,162,902.0,469.2049300956586,68.75625459896983,0.0,7.0,7,16.982012745328934,1,,218.52811466372657,216.0,185.0,301.0,198205.0,15.559755678438854,0.0016682251737870123,0.04678054901487461,0.2986039242249583,-0.11265060913191019,22.91643833388801,12.981878497306877,0.203208925503923,1.765263658771886,906.0,120.77399586208657,0.7805328593266608,0.972624798711755,4.01244725526257
ID2294,2294,162,872.0,468.10417864673184,66.23567184205481,0.0,4.0,4,16.636419267282427,1,,215.0632183908046,213.0,181.0,298.0,187105.0,15.282138426197168,0.0017780508021000506,0.049955655331772014,0.17938287780885312,-0.09371279351853391,20.355627927959716,14.005317170511727,0.3446094737695429,1.453421417032854,869.4999999999999,121.2403015290492,0.7433364594292948,0.9492358078602617,4.111612849491036
ID5527,5527,162,903.0,470.07005367388484,69.32454192115492,0.0,8.0,8,16.93038843347971,1,,219.18383167220375,216.0,182.0,288.0,197923.0,15.942645398003753,0.004751300798628849,0.13002655994809745,-0.5580004860561095,-0.3077132866265266,23.172023957191694,12.97519282269735,0.23957670115081586,1.785871260167876,900.5000000000001,123.07724262765625,0.7470300383772653,0.9605333333333335,4.101435624772121
ID2184,2184,162,888.0,468.49811994735853,67.34715172024816,0.0,2.0,2,16.79826521108446,1,,208.66816143497758,206.0,176.0,299.0,186132.0,15.08315059452718,9.729278546399315E-5,0.002691736252256496,0.6518786231903531,-0.44629515065450553,22.127549296085196,14.292958832944455,0.35898380652007905,1.5481433588881859,886.5,120.42345196992785,0.7681861265358112,0.9656862745098042,4.044563909579486
ID5513,5513,162,886.0,470.9754929577465,70.64065727699531,0.0,9.0,9,16.807737027574955,1,,219.20022497187853,217.0,187.0,278.0,194869.0,14.914861985866265,0.0064857048153644445,0.18940930911395304,0.3166068560736317,-0.23887461894710785,23.20657436965695,12.797065980685066,0.15444238376753117,1.8134292973626311,887.5,121.32920803780819,0.7576131429774854,0.9604978354978355,4.072688384089178
ID2523,2523,162,873.0,469.70696917480376,67.36827493777523,0.0,6.0,6,16.645983176820465,1,,217.66628571428572,215.0,180.0,290.0,190458.0,15.495055512698709,0.0035499023697327073,0.09938148040154623,-0.8493654354965489,-0.4724505264453943,21.645356517467793,13.548400875612936,0.30833979073928175,1.5976318324348775,870.5000000000002,118.55004914036692,0.7783504176873755,0.9587004405286346,4.018068632149444
ID2301,2301,162,894.0,470.545667228149,67.9173685195583,0.0,1.0,1,16.83612050463721,1,,205.78153153153153,204.0,172.0,275.0,182734.0,14.280315648250248,-0.0058470956826238525,-0.16950620426626917,-0.0163529626150118,-0.4888756757754497,21.842346066554185,13.973441004458317,0.39937898657919446,1.5631329505441962,890.4999999999998,121.05662691322824,0.763601284793607,0.9595905172413791,4.056687994425951
ID2784,2784,163,1142.0,403.5159426649115,157.4723562966213,0.0,0.0,0,19.045054878010443,1,,291.27280701754387,290.0,241.0,387.0,332051.0,17.591854932902503,-0.017394369441378895,-0.5862026038827628,0.41555143079979623,0.1263475235819525,22.232607865641008,17.11146602325367,-1.3523392942163948,1.2992813026907193,1139.4999999999998,132.4031997795938,0.8168216343173973,0.9452509332227288,3.922304588908753
ID2788,2788,163,841.0,403.5797619047619,155.39166666666668,0.0,6.0,6,16.351767622932517,1,,228.9642431466031,225.0,189.0,303.0,192101.0,18.55408552988039,-0.0054452458374268575,-0.13512848266155503,-0.01313913052322548,-0.07514283933962208,17.073567739338134,16.03916704193054,-1.5362850603248037,1.0644921706160553,840.0,106.34408862178398,0.9333884935291753,0.9824561403508769,3.6692196498772125
ID2584,2584,163,1068.0,404.3085808580858,155.02883859814554,0.0,2.0,2,18.37301375109456,1,,214.22924528301886,212.0,182.0,330.0,227083.0,16.01289887861999,-0.014922532321158286,-0.40533204078294494,0.05323561240079546,0.3650847833558419,20.541516255008055,17.343683051272226,1.2276522843653788,1.1843802838348834,1060.4999999999995,125.62017935368796,0.8445040148994628,0.9619047619047617,3.8574834610641604
ID2504,2504,163,857.0,403.5745281183109,153.98277875072972,0.0,5.0,5,16.511584343012537,1,,226.84284051222352,223.0,190.0,287.0,194858.0,18.045777824283217,-0.0021026517498101568,-0.052973777948725494,-0.07115329576912485,-0.3202114977880808,18.70038494153415,15.038185438685899,1.3806026140052008,1.2435266886274192,856.5,109.47261823429437,0.8981031529126144,0.975512528473804,3.7406047541177596
ID5704,5704,163,614.0,394.9727668845316,161.75626361655773,0.0,8.0,8,13.957279475043833,1,,231.1038961038961,230.0,202.0,276.0,142360.0,13.524524586228416,-0.004483911824074373,-0.15393027165763537,-0.21729604754917012,-0.24120316205995554,17.42421230422417,12.094898111683415,1.0208509490958377,1.4406249761949421,611.9999999999999,97.70788226487876,0.8055677758175965,0.9607535321821035,3.9496070493481343
ID5672,5672,163,555.0,396.61686345746296,161.87148047229792,0.0,9.0,9,13.23743148591058,1,,229.5290909090909,229.0,191.0,272.0,126241.0,13.490267323850638,-0.007120103137645581,-0.244026360992919,0.37152661291055344,-0.3166559303794446,16.619184785300966,11.946345302326485,1.5314897122872357,1.391152219755817,550.5,91.72904783021156,0.8221544587688571,0.976929902395741,3.909563071177574
ID2489,2489,163,1049.0,403.75885342226456,153.7552008893124,0.0,4.0,4,18.27747864312494,1,,222.9675881792183,219.0,188.0,313.0,233893.0,18.282737498968693,-0.005190445951722835,-0.127260971297969,-0.3677776461161021,-0.39822640719968466,20.313205342251262,17.268964130298404,1.483323352363068,1.1762839501537754,1049.5,120.78992996722943,0.9039217740857841,0.9840600093764651,3.728546021888407
ID3002,3002,163,1019.0,403.6787178225939,155.42146253484177,0.0,3.0,3,17.987829199373206,1,,218.4033530571992,215.0,179.0,318.0,221461.0,18.49986069154896,-0.00859486497810192,-0.2046957066267958,-0.18943063135234783,-0.741851733290856,21.06780679955656,17.15735047577412,1.3561630647445722,1.2279172608442042,1016.5,120.57085865235192,0.8786836379614101,0.9708691499522443,3.7817138342316583
ID2543,2543,163,1086.0,404.31255771006465,154.5103108648815,0.0,1.0,1,18.566895452310963,1,,209.83763837638375,207.0,178.0,309.0,227464.0,16.1518482416038,-0.016400606615383537,-0.43324426207144007,-0.5350294400964086,-0.1159627203671375,20.706266366742714,17.443353387490614,1.1630966284022146,1.187057666422792,1083.0000000000005,129.8158326562752,0.8075752379171098,0.9584070796460183,3.944695048903994
ID5631,5631,163,1142.0,403.5159426649115,157.4723562966213,0.0,10.0,10,19.045054878010443,1,,291.27280701754387,290.0,241.0,387.0,332051.0,17.591854932902503,-0.017394369441378895,-0.5862026038827628,0.41555143079979623,0.1263475235819525,22.232607865641008,17.11146602325367,-1.3523392942163948,1.2992813026907193,1139.4999999999998,132.4031997795938,0.8168216343173973,0.9452509332227288,3.922304588908753
ID4320,4320,164,591.0,348.2477553310886,478.8223905723906,0.0,0.0,0,13.750493532712625,1,,319.88047138047136,315.0,266.0,468.0,190009.0,27.425831715895587,0.017987159682474392,0.41217173482962055,-0.007242275899295612,0.274366537566729,15.685333387052205,12.525958434146947,-0.0012690859784985097,1.252226204446959,594.0000000000002,97.02301137341645,0.7929518359387876,0.9519230769230773,3.980902376419529
ID6291,6291,164,591.0,348.2477553310886,478.8223905723906,0.0,10.0,10,13.750493532712625,1,,319.88047138047136,315.0,266.0,468.0,190009.0,27.425831715895587,0.017987159682474392,0.41217173482962055,-0.007242275899295612,0.274366537566729,15.685333387052205,12.525958434146947,-0.0012690859784985097,1.252226204446959,594.0000000000002,97.02301137341645,0.7929518359387876,0.9519230769230773,3.980902376419529
ID4245,4245,164,622.0,346.3480235042735,474.68376068376074,0.0,4.0,4,14.093451279891855,1,,238.7085346215781,236.0,185.0,327.0,148238.0,20.81633372194528,0.00782759013430301,0.1781293710541779,-0.7778529646726098,0.1587196747710451,15.100669772530388,14.382098718864194,0.15927302986178926,1.0499628786947266,624.0,97.31147282378483,0.8280686868876752,0.9585253456221198,3.895576621831643
ID4919,4919,164,656.0,346.4766081871345,479.37185354691076,0.0,1.0,1,14.44479596233449,1,,231.14417177914112,227.0,186.0,350.0,150706.0,23.41381056384134,0.013482795483557117,0.2626663317185608,-0.26689501499269924,0.8865279821417839,15.68764686469428,15.203888619120207,0.6938198304324742,1.0318180603458056,655.5,102.61555781588403,0.7822690346106113,0.9431654676258991,4.0079921502960225
ID4951,4951,164,653.0,345.79249617151606,475.225370086779,0.0,5.0,5,14.417224270920364,1,,240.59293394777265,237.0,192.0,360.0,156626.0,22.78910426214719,0.009837113661512686,0.20568469170860387,0.14120674744149447,0.2618760670227164,16.350508880646426,13.495771928583011,1.2442747433066979,1.211528245080765,652.9999999999998,106.95087414322019,0.7173884301353843,0.9268985095812632,4.18531112570949
ID6343,6343,164,683.0,346.80896686159844,472.42909356725147,0.0,8.0,8,14.755472278097804,1,,239.19941348973606,236.0,197.0,347.0,163134.0,22.885043746122967,0.0016593025595858298,0.034629316008957245,-0.31688488357034866,0.49953348046601476,15.725749435647021,14.92870340473867,1.5372541047901276,1.0533901712224623,683.9999999999999,100.63278918949634,0.848763990084104,0.957983193277311,3.84779086389164
ID4923,4923,164,618.0,346.88191632928476,477.61336032388664,0.0,2.0,2,14.019855731015593,1,,231.52272727272728,226.0,183.0,366.0,142618.0,22.18890376090862,0.007345368854011733,0.15216788130630196,-0.8538055960048923,0.7986417459987991,15.686610388168425,14.213464617262373,2.4759179766056576,1.1036443830251566,617.5,98.00363126773951,0.8079090828626158,0.9633385335413417,3.9438799494057593
ID6331,6331,164,718.0,349.0182111572153,472.38566159520514,0.0,9.0,9,15.170301503624794,1,,240.89226519337018,237.0,194.0,331.0,174406.0,24.124320605031205,0.008522159174278584,0.1687570621570379,0.29625183861512805,0.09272668427179866,17.582519634262283,13.570171716548112,-1.325112748453154,1.2956740711557337,723.0000000000001,103.72679712099861,0.8444349997139258,0.9506903353057202,3.8576410927927607
ID4796,4796,164,676.0,345.9053452115813,473.1486018312299,0.0,6.0,6,14.641779548428635,1,,241.18397626112758,237.0,195.0,332.0,162558.0,22.58979726515629,0.006228865062880823,0.13218380965402907,-1.3840823347584443,0.45839474608137115,16.872972516371505,14.839075455963968,0.2000911984398992,1.137063597152213,673.5000000000001,103.57935601414022,0.7888620266664587,0.9566761363636366,3.9912084142828252
ID4205,4205,164,750.0,345.4949294532628,473.2003968253968,0.0,7.0,7,15.512648837479231,1,,241.42119205298013,238.0,194.0,362.0,182273.0,23.266705898164012,0.009116591401937527,0.18748288561588428,0.11318376827803554,-0.401916354491271,17.971713858918008,14.903507941096732,1.072234262609936,1.2058713914836543,756.0,110.33296077378351,0.7804069247702862,0.939714108141703,4.01277098725759
ID4479,4479,164,618.0,346.33561276481635,476.44797532850635,0.0,3.0,3,14.065190871908774,1,,233.61451612903227,230.0,186.0,350.0,144841.0,21.334510536455042,0.006594630451846266,0.14347723262994055,-0.7499013039090091,0.1569745959172901,15.201607284854985,14.5597931938793,0.797938676357867,1.0440812642342676,621.5,96.7198643050004,0.8348715078754025,0.9756671899529042,3.879672907391427
ID3809,3809,165,759.0,459.5757077024358,388.82784726793943,0.0,0.0,0,15.548516281516672,1,,307.5842105263158,304.0,246.0,404.0,233764.0,24.142271832430822,0.002483658946573688,0.06312923904499558,0.20354119635520426,0.044233887215546816,22.375046823204308,11.101927769077715,0.6516405391062345,2.015419960263631,759.5000000000001,120.60953252363798,0.656106550750643,0.9041666666666668,4.376407413695894
ID6097,6097,165,759.0,459.5757077024358,388.82784726793943,0.0,10.0,10,15.548516281516672,1,,307.5842105263158,304.0,246.0,404.0,233764.0,24.142271832430822,0.002483658946573688,0.06312923904499558,0.20354119635520426,0.044233887215546816,22.375046823204308,11.101927769077715,0.6516405391062345,2.015419960263631,759.5000000000001,120.60953252363798,0.656106550750643,0.9041666666666668,4.376407413695894
ID6151,6151,165,815.0,450.8890253890254,383.11138411138415,0.0,8.0,8,16.096715421277892,1,,235.48529411764707,232.0,197.0,352.0,192156.0,21.068740067017476,0.0019008927977783318,0.04241193460437338,0.3309213668621917,-0.753995812599974,18.835194088563654,15.642545310784785,0.6827509405967078,1.2041003375312387,813.9999999999998,114.50105942142564,0.7802167306326838,0.9202939513849628,4.013260055859428
ID4088,4088,165,843.0,454.99684044233805,387.3945497630332,0.0,3.0,3,16.390654164465772,1,,230.03773584905662,225.0,189.0,361.0,195072.0,22.758388892833317,0.009499156351068754,0.19022458328465264,-0.1616472021708739,0.38719685634271017,20.456094765334107,13.692736177125893,0.6379720196903104,1.493937698113734,843.9999999999995,117.55242375095146,0.7675189987395421,0.9295154185022022,4.046321296001814
ID3817,3817,165,833.0,453.8405232674256,386.77461553824645,0.0,4.0,4,16.298147134578617,1,,231.01676646706588,226.0,193.0,351.0,192899.0,20.79769417644434,0.0015225648797158975,0.03377329068123112,-0.44903862912254594,0.14785920177939657,20.344825794553618,14.128889069911008,0.7211045462846003,1.4399451856324725,834.4999999999998,121.22486686999777,0.7135966020001411,0.9041170097508122,4.196416107319952
ID4393,4393,165,790.0,452.4302030456853,385.5941201353638,0.0,5.0,5,15.837556323903854,1,,231.59113924050632,227.0,198.0,364.0,182957.0,20.436520714853167,0.0010591044507133904,0.02397861243351474,-0.140375657114291,-0.3726252174978585,19.12638223226281,13.82486015163475,0.6247678102922508,1.3834774473289098,787.9999999999998,112.94177555527854,0.7762951261734903,0.9325443786982246,4.023384164355101
